shipment_id,carrier_name,truck_type,distance_km,weight_tons,volume_m3,delivery_time_days,priority_level,origin_country,destination_country,fuel_price_eur_l,cost_eur
5197,Maersk,Box,1056,5.4,34.3,1,Standard,Czechia,Italy,1.62,1321.19
5198,Maersk,Tautliner,536,12.2,86.7,4,Express,France,Belgium,1.68,3236.04
5199,Kuehne+Nagel,Tautliner,2465,14.7,68.3,6,Standard,Germany,Austria,1.75,4593.62
5200,DPD,Fridge,1939,11.9,96.0,2,Express,Belgium,France,1.68,6311.79
5201,Kuehne+Nagel,Box,705,23.1,30.8,1,Express,Belgium,Spain,1.68,2833.32
5202,Kuehne+Nagel,Tautliner,1570,7.8,30.6,6,Standard,Germany,Germany,1.85,2860.61
5203,DHL,Tautliner,596,16.9,71.9,6,Standard,Italy,Spain,1.83,2529.82
5204,Maersk,Box,1466,3.7,93.2,5,Standard,Czechia,France,1.69,2877.09
5205,Kuehne+Nagel,Tautliner,1951,10.4,83.3,4,Express,Poland,Austria,1.7,4812.61
5206,DHL,Box,1122,18.8,74.1,4,Express,Portugal,Germany,1.89,3870.81
5207,DPD,Fridge,2387,6.4,41.8,2,Standard,Poland,Belgium,1.89,4986.39
5208,Kuehne+Nagel,Fridge,2350,15.2,73.2,3,Express,Germany,Italy,1.89,7215.24
5209,Maersk,Box,1872,4.7,81.1,3,Standard,Spain,Poland,1.88,3373.1
5210,Kuehne+Nagel,Fridge,1589,3.5,76.6,3,Express,Portugal,Poland,1.79,4895.57
5211,DPD,Box,1419,13.6,69.3,4,Standard,Germany,Austria,1.69,2511.23
5212,Kuehne+Nagel,Tautliner,2434,17.2,9.5,2,Express,Spain,Austria,1.89,5840.16
5213,Maersk,Tautliner,2220,3.7,67.7,2,Express,Czechia,Germany,1.82,4575.01
5214,DHL,Box,436,23.0,50.4,3,Express,Austria,Portugal,1.81,2482.26
5215,Maersk,Tautliner,302,6.4,96.3,1,Express,Austria,Italy,1.84,2377.51
5216,DHL,Fridge,330,3.9,62.7,3,Standard,Austria,Poland,1.78,2013.95
5217,DB Schenker,Tautliner,2427,5.9,62.8,4,Standard,Czechia,France,1.77,3706.6
5218,Maersk,Tautliner,908,5.1,99.4,1,Standard,Spain,Germany,1.71,2368.07
5219,Maersk,Box,1428,3.2,13.9,2,Standard,Poland,Germany,1.65,1603.11
5220,DPD,Fridge,565,20.1,31.3,5,Standard,Italy,Poland,1.73,2544.97
5221,Kuehne+Nagel,Tautliner,1297,12.9,67.3,6,Standard,Portugal,Portugal,1.76,3104.3
5222,DHL,Tautliner,903,10.3,34.9,1,Standard,Belgium,Italy,1.86,1916.74
5223,DHL,Box,365,23.8,37.9,2,Standard,Austria,Austria,1.72,1902.87
5224,DPD,Box,2394,9.9,89.8,1,Standard,Portugal,France,1.86,4368.2
5225,DPD,Fridge,2225,5.0,60.0,3,Standard,Spain,Poland,1.7,4607.06
5226,Kuehne+Nagel,Tautliner,1770,7.6,14.8,1,Standard,Netherlands,Italy,1.88,2883.61
5227,Kuehne+Nagel,Box,2400,6.7,34.5,1,Standard,Germany,Czechia,1.61,3443.52
5228,Maersk,Box,275,13.0,12.2,1,Express,Czechia,Czechia,1.76,1215.41
5229,DB Schenker,Box,1544,8.0,57.8,4,Standard,Poland,Netherlands,1.7,2689.49
5230,Kuehne+Nagel,Fridge,1695,13.4,21.5,6,Standard,France,Austria,1.69,3286.04
5231,DPD,Box,353,17.1,86.4,4,Standard,Netherlands,Portugal,1.62,1948.43
5232,Kuehne+Nagel,Fridge,1643,19.7,59.8,6,Standard,Netherlands,Germany,1.8,4022.94
5233,DHL,Fridge,1002,18.0,10.6,3,Standard,Czechia,Netherlands,1.72,2737.56
5234,DB Schenker,Tautliner,2254,5.9,33.6,5,Standard,Spain,Germany,1.88,4081.79
5235,Maersk,Tautliner,1294,3.8,63.6,4,Standard,Spain,France,1.81,2454.66
5236,DHL,Fridge,2205,14.0,36.9,5,Express,France,Czechia,1.73,6115.34
5237,DHL,Tautliner,1460,5.8,53.8,4,Standard,Italy,Spain,1.79,2579.94
5238,DB Schenker,Tautliner,183,3.0,91.4,2,Standard,Czechia,Czechia,1.62,1574.45
5239,Maersk,Box,1240,13.7,38.3,2,Standard,France,Italy,1.78,2207.15
5240,DPD,Tautliner,811,8.8,36.9,1,Standard,Germany,Czechia,1.8,1902.32
5241,Maersk,Fridge,1657,19.1,82.9,5,Standard,Spain,Netherlands,1.63,4239.13
5242,Kuehne+Nagel,Tautliner,1861,8.5,35.3,1,Standard,Portugal,Belgium,1.8,3374.91
5243,DHL,Box,2040,24.5,12.4,6,Express,Belgium,Germany,1.74,4438.71
5244,Kuehne+Nagel,Fridge,1906,19.2,22.2,1,Standard,Poland,Portugal,1.74,4208.64
5245,DPD,Tautliner,1000,2.4,95.1,4,Standard,France,Czechia,1.82,1895.72
5246,Kuehne+Nagel,Fridge,756,13.2,93.7,4,Express,France,France,1.73,4017.2
5247,Maersk,Tautliner,758,14.5,26.4,1,Standard,France,Poland,1.67,1914.76
5248,Kuehne+Nagel,Box,950,17.7,57.6,6,Standard,Poland,Portugal,1.69,2247.95
5249,DPD,Tautliner,2413,12.9,18.0,4,Standard,Germany,Germany,1.82,3557.32
5250,DPD,Fridge,240,12.6,69.1,6,Express,Netherlands,France,1.62,2274.24
5251,DPD,Fridge,2440,9.8,22.6,2,Express,Spain,Italy,1.85,6281.85
5252,Maersk,Fridge,2029,7.5,9.7,2,Standard,Germany,Portugal,1.77,3296.01
5253,DPD,Tautliner,1154,23.7,83.4,5,Standard,Czechia,Italy,1.82,3119.7
5254,DHL,Tautliner,2352,8.6,35.9,2,Standard,Austria,Belgium,1.7,3799.86
5255,DPD,Tautliner,1601,2.5,15.3,6,Express,Germany,Portugal,1.67,2806.46
5256,Kuehne+Nagel,Box,2438,5.0,84.2,1,Standard,Belgium,Austria,1.84,4221.77
5257,Kuehne+Nagel,Box,210,21.6,77.4,3,Express,Germany,Czechia,1.63,2300.56
5258,Kuehne+Nagel,Box,1191,15.1,70.0,4,Express,Portugal,Belgium,1.65,3167.31
5259,Maersk,Fridge,1818,19.7,91.6,1,Standard,Italy,France,1.69,4468.22
5260,Kuehne+Nagel,Fridge,295,20.4,51.5,4,Express,France,Belgium,1.71,3427.85
5261,Maersk,Fridge,225,20.8,17.2,5,Standard,Austria,Czechia,1.66,1744.27
5262,Maersk,Fridge,361,14.2,10.8,1,Standard,Germany,Germany,1.87,1527.41
5263,DPD,Fridge,1023,5.3,35.3,1,Standard,Austria,Austria,1.61,1936.56
5264,DHL,Tautliner,1921,4.6,13.2,1,Standard,Portugal,Belgium,1.84,3349.6
5265,DPD,Fridge,2302,14.8,55.9,5,Standard,Spain,Poland,1.72,4964.47
5266,DPD,Tautliner,1704,9.8,6.4,1,Standard,Czechia,France,1.85,3044.55
5267,Maersk,Box,207,14.4,47.2,4,Standard,France,Germany,1.84,1486.23
5268,Maersk,Box,2182,13.0,22.0,3,Standard,Spain,Portugal,1.64,3302.95
5269,Kuehne+Nagel,Box,754,15.5,40.0,1,Express,Portugal,Portugal,1.8,2567.46
5270,Kuehne+Nagel,Box,2113,1.8,69.1,5,Express,Poland,Czechia,1.71,3916.2
5271,DPD,Box,1097,1.8,38.3,5,Standard,Netherlands,Austria,1.85,1713.45
5272,DB Schenker,Fridge,384,18.3,37.4,1,Standard,Poland,Germany,1.86,2546.78
5273,DB Schenker,Fridge,1570,5.6,99.1,5,Standard,Austria,France,1.66,3815.67
5274,Kuehne+Nagel,Fridge,126,16.7,73.3,2,Standard,Spain,Portugal,1.74,2466.5
5275,DB Schenker,Box,2374,14.1,53.8,6,Standard,Italy,Netherlands,1.78,3825.05
5276,Kuehne+Nagel,Box,1691,24.6,60.0,5,Standard,Germany,France,1.76,3405.46
5277,Maersk,Tautliner,1491,21.0,63.9,3,Standard,Italy,Netherlands,1.68,3574.43
5278,DPD,Fridge,947,10.9,7.3,2,Express,Poland,Germany,1.68,2764.52
5279,DHL,Box,1228,15.8,12.6,4,Standard,Portugal,Czechia,1.86,2229.37
5280,DPD,Box,117,3.8,66.7,2,Standard,Portugal,Netherlands,1.61,609.69
5281,Kuehne+Nagel,Box,2190,10.3,39.6,3,Express,Netherlands,Austria,1.68,4169.29
5282,Kuehne+Nagel,Tautliner,2236,18.6,10.3,6,Standard,Spain,Poland,1.67,3207.93
5283,DPD,Box,256,15.9,33.3,2,Standard,Belgium,Italy,1.71,1240.7
5284,Kuehne+Nagel,Tautliner,1389,12.6,17.4,1,Express,Austria,Spain,1.81,3623.43
5285,DB Schenker,Tautliner,2281,5.2,92.0,5,Standard,Belgium,France,1.76,4059.83
5286,DB Schenker,Fridge,1724,20.3,24.3,1,Express,Netherlands,Germany,1.76,5137.25
5287,Kuehne+Nagel,Box,1871,7.6,18.7,1,Express,France,Czechia,1.82,3502.48
5288,Kuehne+Nagel,Tautliner,1255,20.7,64.5,1,Standard,Italy,Poland,1.84,3388.78
5289,DB Schenker,Box,1157,15.7,54.6,2,Standard,Portugal,Austria,1.65,2923.42
5290,Kuehne+Nagel,Fridge,2230,9.9,59.7,4,Express,Austria,Poland,1.63,6077.09
5291,Kuehne+Nagel,Fridge,1255,2.0,46.4,6,Express,Czechia,Netherlands,1.69,3309.12
5292,DPD,Tautliner,303,6.6,49.4,5,Standard,France,Netherlands,1.85,1397.34
5293,DHL,Fridge,1922,22.3,79.0,2,Standard,Germany,Germany,1.76,5035.66
5294,DB Schenker,Fridge,1459,20.6,25.9,6,Standard,Germany,Portugal,1.64,3304.46
5295,DPD,Fridge,1061,14.8,42.7,1,Express,Germany,Italy,1.65,3684.88
5296,DHL,Box,541,12.2,96.0,3,Standard,Belgium,Germany,1.87,2240.82
5297,Kuehne+Nagel,Box,1415,16.5,23.0,3,Standard,Netherlands,Spain,1.71,2572.43
5298,Kuehne+Nagel,Tautliner,1248,12.2,32.9,1,Standard,Austria,Spain,1.68,2225.52
5299,DPD,Tautliner,1786,16.5,23.2,4,Standard,Netherlands,Poland,1.81,3522.36
5300,Kuehne+Nagel,Fridge,970,8.4,6.9,6,Express,Portugal,Czechia,1.86,2535.87
5301,Maersk,Fridge,1298,21.1,30.6,5,Express,Germany,Czechia,1.73,4548.88
5302,DPD,Tautliner,2007,17.8,9.4,6,Standard,Portugal,Netherlands,1.84,3754.95
5303,DHL,Fridge,1615,8.9,19.7,2,Standard,Spain,Czechia,1.73,2717.43
5304,DPD,Tautliner,179,20.9,39.5,4,Standard,Czechia,Netherlands,1.81,1582.87
5305,DB Schenker,Box,1428,12.7,7.0,3,Standard,Austria,Germany,1.77,2252.82
5306,DPD,Fridge,1467,5.2,76.5,1,Standard,France,Spain,1.87,3655.88
5307,Kuehne+Nagel,Fridge,669,2.9,80.6,2,Standard,Italy,Poland,1.7,1877.7
5308,Kuehne+Nagel,Fridge,1214,17.8,44.1,4,Standard,Spain,Poland,1.83,3363.2
5309,Maersk,Box,2316,21.8,98.5,6,Standard,Netherlands,Spain,1.81,4713.11
5310,Maersk,Box,2383,20.4,69.5,4,Standard,France,Italy,1.85,4172.8
5311,Maersk,Fridge,498,16.7,75.7,4,Standard,Austria,Spain,1.78,2633.99
5312,DHL,Tautliner,920,4.4,23.3,6,Standard,Belgium,Belgium,1.74,1665.58
5313,Maersk,Box,944,3.3,84.6,2,Standard,Portugal,Italy,1.61,1775.02
5314,DHL,Fridge,1376,9.3,94.8,5,Standard,Austria,Italy,1.85,3960.58
5315,Maersk,Fridge,457,21.5,27.4,6,Express,Czechia,Portugal,1.87,3409.44
5316,DHL,Box,1522,24.1,70.2,2,Express,Czechia,Italy,1.73,4253.03
5317,DPD,Tautliner,620,6.8,76.0,6,Standard,France,Germany,1.67,1659.63
5318,DPD,Fridge,492,19.3,34.0,1,Standard,Italy,Italy,1.79,2401.17
5319,Kuehne+Nagel,Tautliner,1766,14.8,50.1,2,Standard,Italy,Poland,1.64,3101.06
5320,DHL,Tautliner,1495,1.8,14.3,4,Standard,Poland,Portugal,1.61,1872.7
5321,DB Schenker,Box,2300,14.0,21.4,5,Express,Poland,Spain,1.69,4105.04
5322,Kuehne+Nagel,Fridge,992,20.3,10.8,5,Standard,Italy,Belgium,1.8,2832.35
5323,DPD,Fridge,1083,7.6,58.2,1,Standard,Poland,Czechia,1.84,3074.96
5324,DHL,Tautliner,682,22.5,64.4,1,Express,Netherlands,Poland,1.65,3126.52
5325,Maersk,Box,2055,6.7,92.0,3,Express,Spain,Austria,1.88,4955.82
5326,DB Schenker,Box,119,2.8,56.5,3,Standard,Spain,Poland,1.77,966.77
5327,DPD,Box,2073,4.8,29.8,3,Standard,Spain,Italy,1.88,2794.04
5328,Kuehne+Nagel,Tautliner,2375,21.1,10.6,2,Standard,Germany,Spain,1.64,4029.97
5329,DHL,Tautliner,118,11.0,89.1,5,Express,Austria,Germany,1.74,1793.93
5330,DB Schenker,Fridge,1742,20.1,50.5,1,Standard,Czechia,Spain,1.73,3934.14
5331,DHL,Box,988,13.7,75.0,3,Standard,Czechia,Netherlands,1.72,2616.34
5332,Maersk,Tautliner,1983,12.5,6.4,1,Standard,Spain,France,1.88,3416.01
5333,Kuehne+Nagel,Box,825,20.4,51.4,3,Standard,France,Germany,1.85,2425.97
5334,DHL,Tautliner,246,11.2,35.9,2,Standard,Germany,Netherlands,1.84,1377.24
5335,DPD,Fridge,1816,20.2,7.9,6,Express,Italy,Poland,1.69,4841.86
5336,Kuehne+Nagel,Box,1627,3.4,78.7,2,Express,Germany,Poland,1.7,3360.23
5337,DPD,Tautliner,947,16.3,53.7,4,Express,Netherlands,Portugal,1.68,3381.19
5338,DHL,Box,1563,17.9,36.7,1,Standard,Belgium,Poland,1.84,3435.37
5339,Kuehne+Nagel,Tautliner,2345,22.6,81.6,6,Standard,Belgium,Austria,1.72,4828.78
5340,DPD,Tautliner,1410,6.4,47.5,6,Standard,Belgium,Germany,1.89,3002.23
5341,Maersk,Tautliner,664,15.5,5.3,4,Standard,Austria,Czechia,1.71,1496.74
5342,Maersk,Box,468,11.4,94.7,6,Standard,Germany,Germany,1.65,2028.38
5343,DHL,Tautliner,1363,10.2,29.3,2,Express,Spain,Poland,1.88,3490.97
5344,Kuehne+Nagel,Fridge,1410,3.6,83.9,6,Standard,Czechia,Netherlands,1.83,3508.26
5345,DB Schenker,Box,1918,4.2,82.6,2,Express,Czechia,Belgium,1.77,4030.2
5346,Kuehne+Nagel,Fridge,1987,21.1,20.4,6,Standard,Portugal,Spain,1.86,4549.75
5347,Maersk,Fridge,159,19.0,50.0,6,Standard,Czechia,Spain,1.88,1977.96
5348,DPD,Box,644,10.2,8.8,1,Express,France,Czechia,1.86,1808.02
5349,DB Schenker,Tautliner,2450,20.9,38.7,4,Express,Poland,Portugal,1.87,6060.75
5350,DHL,Fridge,1367,2.9,74.4,6,Standard,Austria,Poland,1.68,3106.66
5351,DB Schenker,Box,1807,16.0,27.5,6,Standard,Austria,Spain,1.75,2736.81
5352,DHL,Tautliner,1330,21.8,16.1,4,Standard,Italy,Austria,1.84,2865.7
5353,DB Schenker,Box,2430,21.1,53.2,4,Express,France,Poland,1.76,5524.07
5354,DHL,Box,1145,9.9,56.0,1,Standard,France,Austria,1.79,2440.11
5355,DHL,Box,658,18.9,69.2,1,Standard,Italy,Netherlands,1.88,2723.45
5356,DB Schenker,Tautliner,2496,11.3,77.1,1,Standard,Italy,Czechia,1.69,4221.51
5357,DB Schenker,Fridge,1612,21.2,71.1,5,Express,Czechia,Germany,1.76,6163.23
5358,DHL,Fridge,2067,13.7,85.3,6,Standard,France,Belgium,1.77,4945.55
5359,Maersk,Box,769,19.4,26.2,2,Standard,Austria,Poland,1.71,2300.0
5360,DB Schenker,Box,357,2.9,59.1,5,Express,France,Belgium,1.71,1174.67
5361,Kuehne+Nagel,Tautliner,1170,15.2,39.2,5,Standard,Belgium,Poland,1.83,2718.78
5362,DPD,Box,1150,14.2,96.4,2,Standard,Netherlands,Belgium,1.88,2862.27
5363,DHL,Box,1150,15.6,46.8,6,Express,Austria,France,1.79,3383.92
5364,DHL,Box,2104,17.7,96.2,3,Express,Austria,Belgium,1.75,5398.51
5365,DPD,Fridge,244,23.0,78.1,3,Standard,Poland,Portugal,1.83,3186.83
5366,Maersk,Box,900,19.9,73.3,3,Express,Spain,France,1.9,3965.67
5367,DPD,Fridge,1585,6.3,51.7,1,Standard,Czechia,Italy,1.62,3094.91
5368,DB Schenker,Tautliner,772,20.8,47.1,1,Express,Netherlands,Portugal,1.8,3151.79
5369,DPD,Tautliner,426,3.9,55.0,4,Express,Czechia,Austria,1.77,2055.16
5370,DHL,Fridge,1514,15.9,32.9,4,Standard,Spain,Germany,1.78,3842.24
5371,DPD,Fridge,729,22.2,90.9,5,Standard,Austria,Spain,1.61,3343.34
5372,Kuehne+Nagel,Fridge,2119,3.4,80.5,4,Express,Italy,Spain,1.89,5984.15
5373,DB Schenker,Fridge,2231,21.4,81.1,1,Standard,Czechia,Czechia,1.63,5086.58
5374,DPD,Box,2293,20.2,46.1,5,Standard,France,Netherlands,1.69,3826.58
5375,DHL,Fridge,2128,13.1,11.8,4,Standard,Spain,Austria,1.69,4090.38
5376,DB Schenker,Fridge,1294,8.4,69.9,4,Standard,Netherlands,Netherlands,1.82,3652.74
5377,DHL,Fridge,2124,10.7,40.6,3,Standard,Germany,Czechia,1.8,4710.78
5378,Maersk,Box,1457,24.2,87.7,1,Standard,Italy,Belgium,1.62,3334.01
5379,Kuehne+Nagel,Box,1649,5.8,79.1,5,Standard,Poland,Portugal,1.64,2586.91
5380,Maersk,Box,668,14.9,18.8,2,Express,Netherlands,France,1.7,2430.97
5381,Kuehne+Nagel,Tautliner,2494,3.0,62.2,6,Standard,Germany,Belgium,1.81,4013.61
5382,DPD,Box,2045,6.2,70.8,4,Standard,Spain,Belgium,1.88,3137.42
5383,DB Schenker,Fridge,446,19.3,59.0,1,Standard,Poland,Germany,1.69,2364.64
5384,DPD,Box,507,8.3,53.8,5,Standard,Poland,Belgium,1.76,1196.92
5385,Kuehne+Nagel,Box,232,24.7,26.6,6,Express,France,Austria,1.71,2092.26
5386,Kuehne+Nagel,Fridge,713,13.0,27.4,1,Standard,Portugal,Austria,1.77,2666.26
5387,Kuehne+Nagel,Box,205,13.4,78.0,1,Standard,Czechia,Italy,1.79,1787.62
5388,DHL,Tautliner,2318,1.9,6.8,5,Express,Germany,Poland,1.76,4141.72
5389,DB Schenker,Box,361,24.0,79.0,3,Standard,Czechia,Austria,1.72,2289.84
5390,DPD,Tautliner,593,5.2,55.0,6,Standard,Poland,Spain,1.86,2026.39
5391,DPD,Tautliner,1574,13.9,93.9,3,Standard,Poland,Spain,1.84,4018.06
5392,Maersk,Tautliner,389,10.5,99.7,4,Standard,Belgium,Czechia,1.9,2396.87
5393,Kuehne+Nagel,Fridge,1968,11.0,68.0,3,Express,Germany,Austria,1.72,5629.75
5394,Kuehne+Nagel,Box,1437,16.4,44.2,4,Standard,Portugal,France,1.61,2174.93
5395,Kuehne+Nagel,Tautliner,2232,16.9,50.1,4,Standard,Czechia,Netherlands,1.8,3870.86
5396,DPD,Tautliner,1538,4.7,24.4,5,Standard,Italy,Belgium,1.84,2343.46
5397,Maersk,Box,1452,13.0,14.4,1,Standard,Germany,Spain,1.88,2984.95
5398,DHL,Fridge,144,20.0,60.0,2,Standard,Austria,Germany,1.6,1812.25
5399,DB Schenker,Fridge,914,11.6,81.5,2,Standard,Czechia,Germany,1.86,3485.46
5400,DHL,Tautliner,2480,5.0,29.9,3,Standard,Netherlands,Italy,1.76,3727.64
5401,DPD,Fridge,564,8.5,44.9,5,Standard,France,Portugal,1.71,2044.85
5402,Kuehne+Nagel,Box,299,6.1,57.7,2,Express,Germany,France,1.67,1499.31
5403,DB Schenker,Fridge,428,4.0,91.3,1,Standard,Belgium,Netherlands,1.84,1859.82
5404,DPD,Box,2387,10.1,18.2,4,Express,Germany,Austria,1.71,4443.71
5405,DPD,Tautliner,2007,14.0,27.5,4,Standard,Belgium,France,1.78,3820.35
5406,DPD,Box,897,2.7,92.3,5,Express,Germany,Germany,1.75,2729.4
5407,DB Schenker,Tautliner,801,15.5,8.8,3,Standard,Austria,Austria,1.68,1973.26
5408,DB Schenker,Box,2121,24.8,67.3,1,Express,Austria,Netherlands,1.84,5736.13
5409,Maersk,Box,2024,24.1,65.8,3,Express,Czechia,Austria,1.69,4936.98
5410,Maersk,Fridge,1501,20.9,41.4,3,Express,Spain,Germany,1.84,5639.85
5411,DHL,Box,2219,7.4,49.5,5,Express,Austria,Belgium,1.72,4221.68
5412,DB Schenker,Tautliner,1537,1.5,86.2,4,Standard,Poland,Belgium,1.61,2511.4
5413,DB Schenker,Box,226,21.0,20.7,3,Standard,Poland,Austria,1.83,1592.69
5414,DB Schenker,Tautliner,1610,2.3,27.0,3,Express,Italy,Poland,1.87,3482.49
5415,Maersk,Tautliner,1720,5.9,53.7,1,Standard,Poland,Portugal,1.64,2828.82
5416,DPD,Box,581,14.1,43.9,6,Standard,Italy,Czechia,1.78,1797.98
5417,Kuehne+Nagel,Fridge,1435,5.3,59.6,4,Standard,Netherlands,Netherlands,1.62,2859.85
5418,Maersk,Box,382,21.0,92.5,3,Standard,Germany,Spain,1.85,2355.99
5419,DB Schenker,Box,2221,19.7,92.1,6,Standard,Austria,Netherlands,1.9,4479.73
5420,Maersk,Fridge,2494,19.1,26.9,2,Express,Czechia,Czechia,1.75,6576.25
5421,DHL,Tautliner,2144,20.6,33.7,6,Express,Poland,Netherlands,1.69,4886.4
5422,DB Schenker,Box,2471,6.3,20.4,2,Standard,Spain,Portugal,1.85,3460.36
5423,DHL,Fridge,338,18.5,93.1,4,Standard,Austria,Austria,1.76,2976.41
5424,DB Schenker,Fridge,1520,9.5,42.8,4,Standard,Austria,France,1.73,3364.72
5425,Maersk,Tautliner,2484,17.0,47.7,5,Standard,Belgium,France,1.67,4423.87
5426,DPD,Fridge,440,3.9,81.3,6,Express,Netherlands,Germany,1.78,2505.81
5427,Kuehne+Nagel,Tautliner,991,17.9,53.7,3,Standard,Czechia,France,1.78,2867.22
5428,DHL,Box,1586,24.3,16.4,2,Standard,Spain,France,1.68,3047.43
5429,Maersk,Fridge,561,2.0,46.6,6,Standard,Netherlands,Netherlands,1.66,1436.77
5430,DPD,Box,1416,3.3,64.9,2,Standard,Austria,Portugal,1.73,1900.79
5431,Maersk,Fridge,897,4.0,73.3,4,Standard,Poland,Austria,1.74,2547.78
5432,DHL,Fridge,832,11.3,66.3,4,Standard,Spain,Netherlands,1.64,2404.13
5433,Kuehne+Nagel,Box,261,8.0,16.3,1,Express,Netherlands,Czechia,1.68,931.76
5434,Maersk,Fridge,1578,20.4,33.9,1,Standard,Belgium,Spain,1.65,4132.42
5435,DB Schenker,Box,2412,12.4,74.7,4,Standard,Portugal,Belgium,1.87,4322.6
5436,DPD,Box,1109,12.6,88.6,1,Express,Czechia,Spain,1.62,3058.65
5437,Maersk,Tautliner,231,18.2,9.5,4,Express,Belgium,Czechia,1.86,1922.71
5438,DPD,Box,1957,9.7,9.0,6,Express,Austria,Austria,1.76,3508.49
5439,DB Schenker,Tautliner,2267,9.5,66.1,4,Express,Poland,Italy,1.8,5136.52
5440,Kuehne+Nagel,Box,2015,19.2,57.1,5,Standard,Italy,Poland,1.88,3804.26
5441,Kuehne+Nagel,Fridge,1342,19.7,19.8,1,Express,Netherlands,Poland,1.71,4529.38
5442,DB Schenker,Box,771,1.3,57.1,3,Standard,Spain,Italy,1.81,1538.32
5443,DPD,Fridge,604,4.5,97.6,3,Standard,Germany,Austria,1.8,2194.85
5444,Maersk,Tautliner,2256,6.1,64.9,6,Standard,Spain,Germany,1.9,4181.99
5445,DB Schenker,Fridge,1361,9.4,47.7,5,Express,France,Netherlands,1.61,3751.38
5446,DHL,Box,392,8.0,83.6,3,Standard,Spain,Portugal,1.74,1513.31
5447,DPD,Fridge,2110,17.0,25.2,3,Standard,France,France,1.9,5071.46
5448,Kuehne+Nagel,Tautliner,927,20.9,44.4,6,Standard,Spain,Italy,1.7,2761.23
5449,DB Schenker,Fridge,286,5.6,55.1,6,Standard,Spain,Spain,1.89,1594.33
5450,Kuehne+Nagel,Fridge,1159,14.5,52.9,5,Standard,Italy,France,1.85,3589.72
5451,DPD,Box,2403,9.8,92.5,2,Standard,Netherlands,Czechia,1.7,3842.46
5452,Kuehne+Nagel,Box,1558,13.1,32.8,5,Standard,Portugal,Belgium,1.61,2318.12
5453,DB Schenker,Fridge,1742,15.9,10.4,5,Express,Germany,Netherlands,1.68,4193.3
5454,DPD,Tautliner,1131,22.4,92.1,1,Standard,Austria,Netherlands,1.64,3458.24
5455,DHL,Fridge,1301,5.6,25.6,3,Express,Czechia,Poland,1.73,3523.14
5456,DB Schenker,Tautliner,2188,3.1,41.0,3,Standard,Germany,Belgium,1.88,3772.45
5457,Maersk,Tautliner,2260,16.1,55.4,2,Standard,Czechia,Germany,1.75,4029.51
5458,DB Schenker,Tautliner,953,10.5,97.7,5,Express,Germany,Germany,1.73,3479.6
5459,DPD,Fridge,2225,4.9,55.9,4,Express,France,Czechia,1.66,5002.07
5460,DB Schenker,Tautliner,818,3.8,47.5,2,Standard,Czechia,Czechia,1.79,1841.04
5461,DHL,Fridge,1946,14.4,60.4,2,Express,Belgium,Netherlands,1.74,5823.91
5462,DHL,Tautliner,977,8.2,97.2,3,Standard,Portugal,Italy,1.83,2745.33
5463,Maersk,Tautliner,501,24.9,82.7,3,Standard,Italy,Poland,1.75,3132.47
5464,Kuehne+Nagel,Fridge,163,10.7,21.1,3,Standard,Netherlands,France,1.87,1283.29
5465,DPD,Box,1548,6.1,81.3,3,Standard,Poland,Netherlands,1.83,3189.02
5466,DPD,Box,472,16.1,84.9,2,Standard,Czechia,Belgium,1.64,2022.15
5467,Kuehne+Nagel,Fridge,405,6.9,70.6,6,Standard,Belgium,Italy,1.64,1853.81
5468,DHL,Fridge,2356,12.9,67.4,5,Standard,Italy,Poland,1.61,4424.57
5469,DHL,Box,1031,12.6,46.9,6,Express,France,Poland,1.71,2594.2
5470,DB Schenker,Box,2090,11.9,66.0,6,Standard,Italy,Belgium,1.62,2994.28
5471,Maersk,Box,1515,20.1,75.1,3,Standard,Belgium,Portugal,1.73,3332.23
5472,Maersk,Fridge,461,6.2,16.7,1,Express,Netherlands,Italy,1.67,1142.95
5473,Maersk,Tautliner,1387,22.7,29.4,2,Standard,Poland,Italy,1.75,3596.86
5474,DB Schenker,Fridge,815,20.0,23.4,4,Standard,Czechia,Poland,1.65,2634.83
5475,Maersk,Box,1745,9.0,84.9,4,Express,France,Czechia,1.76,3846.44
5476,Kuehne+Nagel,Tautliner,642,5.3,69.6,5,Standard,France,Spain,1.89,1872.37
5477,DB Schenker,Fridge,1647,7.7,47.8,2,Standard,Spain,Czechia,1.79,3876.59
5478,Kuehne+Nagel,Box,1762,9.0,83.5,2,Standard,Portugal,Germany,1.77,3176.65
5479,DB Schenker,Fridge,2341,14.4,73.1,2,Express,Netherlands,Poland,1.84,7061.08
5480,Maersk,Tautliner,751,2.1,91.8,6,Express,Austria,Poland,1.6,2423.98
5481,Kuehne+Nagel,Box,1150,22.9,12.3,1,Standard,Austria,Netherlands,1.68,2330.99
5482,Kuehne+Nagel,Fridge,1169,3.4,53.4,1,Standard,Belgium,France,1.9,2881.39
5483,Kuehne+Nagel,Tautliner,746,7.7,72.1,6,Standard,Belgium,Austria,1.83,2066.72
5484,DB Schenker,Tautliner,1952,3.6,24.7,3,Standard,Portugal,Spain,1.63,2671.54
5485,DPD,Fridge,1181,7.2,36.1,6,Standard,Spain,Poland,1.7,2619.65
5486,Maersk,Tautliner,1048,21.1,44.8,4,Express,France,Czechia,1.73,3772.15
